Rank;Name;Team;Match;WWCD;Elims;Placement;Total;Survival Time;Max elim range;In Damage;Heal;Headshot;Drive distance;Death;Damage;Assist;Air drop;Moving distance;Region ;Week;Day
7;Franky;D'Xavier;4;1;12;28;40;4288;202;744;475;2;16006;3;1487;5;0;24916;Vietnam;Weekday 1;3
8;Tuanz2K;Eagle Esport;4;0;6;32;38;5476;8;985;1855;1;16173;4;1387;5;0;28203;Vietnam;Weekday 1;3
9;F1Korea;Eagle Esport;4;0;6;32;38;5433;105;1057;664;1;13550;4;2099;6;0;26195;Vietnam;Weekday 1;3
10;ParaJin;V Gaming;4;1;13;21;34;5129;89;899;604;3;24182;3;1576;3;0;33535;Vietnam;Weekday 1;3
11;Chua;Eagle Esport;4;0;0;32;32;4067;0;851;279;0;16788;4;962;1;0;26325;Vietnam;Weekday 1;3
12;Rabiz;D'Xavier;4;1;1;28;29;3986;0;743;233;1;22095;3;701;4;0;29597;Vietnam;Weekday 1;3
13;zzRoy;GOAT Media;4;0;6;22;28;4800;190;942;428;2;18618;4;801;0;0;29148;Vietnam;Weekday 1;3
14;MaarT;V Gaming;4;1;7;21;28;5003;0;788;470;2;15352;4;1395;5;0;27354;Vietnam;Weekday 1;3
15;KeL;Talent Allstars;4;1;5;22;27;3892;0;861;495;1;14492;3;904;3;0;22993;Vietnam;Weekday 1;3
16;MitLaren;V Gaming;4;1;6;21;27;4643;53;1126;658;2;21610;3;1359;9;0;30617;Vietnam;Weekday 1;3
17;ViCòi;D'Xavier;2;1;3;23;26;2563;124;213;239;0;8642;1;984;1;1;13567;Vietnam;Weekday 1;3
18;Porsche;V Gaming;4;1;5;21;26;4747;0;999;458;2;19579;4;1436;4;0;29606;Vietnam;Weekday 1;3
19;LowwT;GOAT Media;4;0;3;22;25;4622;0;741;352;1;17093;4;665;1;0;27868;Vietnam;Weekday 1;3
20;godKie;GOAT Media;4;0;3;22;25;5030;0;917;1294;1;13610;4;532;1;1;24778;Vietnam;Weekday 1;3
21;FaKe1st;GOAT Media;4;0;2;22;24;4923;183;779;377;0;13045;4;766;5;0;25152;Vietnam;Weekday 1;3
22;Pho;Pirate Esport;4;0;6;18;24;4529;173;631;474;3;24092;4;664;1;0;32852;Vietnam;Weekday 1;3
23;Bin;Talent Allstars;4;1;2;22;24;4656;0;590;619;1;24480;3;430;1;0;32632;Vietnam;Weekday 1;3
24;KILLIAN;The Matrix;2;1;2;21;23;2858;0;314;325;0;12307;1;666;0;0;16016;Vietnam;Weekday 1;3
25;Luca;Talent Allstars;4;1;1;22;23;3968;0;613;192;0;11969;3;453;4;1;21642;Vietnam;Weekday 1;3
26;Hunt;Talent Allstars;4;1;1;22;23;3934;0;468;45;0;14289;3;288;2;0;23226;Vietnam;Weekday 1;3
27;Hoanh03;The Matrix;4;1;2;21;23;3164;0;627;268;1;14277;3;494;2;0;19473;Vietnam;Weekday 1;3
28;Lucas;Talent Esports;4;0;7;15;22;4848;267;1114;817;2;12695;4;1126;6;0;23045;Vietnam;Weekday 1;3
29;Nawii;Pirate Esport;4;0;4;18;22;4331;3;610;441;1;21271;4;1159;4;0;30383;Vietnam;Weekday 1;3
30;Quadro;Like Glue Gaming;4;1;4;17;21;4513;0;980;716;0;15202;3;819;0;0;25243;Vietnam;Weekday 1;3
31;TusK;Pirate Esport;4;0;3;18;21;4531;0;880;755;0;24522;4;474;1;0;32456;Vietnam;Weekday 1;3
32;Thien2K;Rats Esport;4;0;5;16;21;3408;87;614;573;0;11964;4;524;0;0;21446;Vietnam;Weekday 1;3
33;NekorB;The Matrix;4;1;0;21;21;2362;0;671;37;0;11572;4;99;0;0;16238;Vietnam;Weekday 1;3
34;ThoBius;The Matrix;4;1;0;21;21;2895;0;833;232;0;12934;4;219;1;0;18387;Vietnam;Weekday 1;3
35;MaxLV;Like Glue Gaming;4;1;3;17;20;3694;0;732;194;0;15767;4;661;3;0;23291;Vietnam;Weekday 1;3
36;TrắngXIX;Like Glue Gaming;4;1;3;17;20;4145;0;752;275;0;17570;3;675;1;0;27140;Vietnam;Weekday 1;3
37;Ferrari;Talent Esports;4;0;5;15;20;4232;59;771;382;0;10515;4;1191;4;0;17929;Vietnam;Weekday 1;3
38;BoyTi;Talent Esports;4;0;5;15;20;3632;70;903;361;1;9663;4;1038;1;0;16849;Vietnam;Weekday 1;3
39;DarLy;OneMore;4;0;8;12;20;4585;74;985;551;0;19821;4;1095;3;0;29248;Vietnam;Weekday 1;3
40;Fatimax;Pirate Esport;4;0;1;18;19;4619;0;472;479;0;20421;4;786;5;0;29312;Vietnam;Weekday 1;3
41;MyAn;Rats Esport;4;0;3;16;19;4200;0;582;1942;0;18342;4;664;7;0;28636;Vietnam;Weekday 1;3
42;WhiteZ;OneMore;4;0;7;12;19;4614;233;1269;727;1;22443;4;1375;3;1;30837;Vietnam;Weekday 1;3
43;S3Dior;Like Glue Gaming;4;1;1;17;18;4505;0;887;534;0;18251;3;547;1;0;28175;Vietnam;Weekday 1;3
44;CaiDauLanh;Talent Esports;4;0;3;15;18;4407;5;946;561;1;13241;4;811;6;0;22657;Vietnam;Weekday 1;3
45;OldBoyy;Rats Esport;4;0;1;16;17;3859;0;595;2069;0;15078;4;166;1;0;25374;Vietnam;Weekday 1;3
46;TruongZin;Alien;4;0;5;12;17;4268;247;901;287;3;15130;4;1085;3;0;24004;Vietnam;Weekday 1;3
47;WhySoEz;Rats Esport;4;0;0;16;16;3340;0;660;408;0;16317;4;370;1;0;25970;Vietnam;Weekday 1;3
48;Smeb;Alien;4;0;4;12;16;4641;0;758;1504;2;12815;4;559;4;0;23936;Vietnam;Weekday 1;3
49;BUCKY;OneMore;4;0;4;12;16;4662;234;735;453;0;19359;4;1063;5;0;28291;Vietnam;Weekday 1;3
50;Gosu;Alien;4;0;3;12;15;4535;0;831;748;0;11278;4;632;1;0;22387;Vietnam;Weekday 1;3
51;DatKonn;OneMore;4;0;3;12;15;4613;83;1044;705;0;20335;4;1054;6;0;29068;Vietnam;Weekday 1;3
52;CheW;Alien;4;0;1;12;13;3312;0;945;327;0;12182;4;398;1;0;19201;Vietnam;Weekday 1;3
53;PiCiii;Easy as Pie;4;0;6;6;12;4385;0;966;518;1;19410;4;978;0;0;28866;Vietnam;Weekday 1;3
54;Pain;Made in Vietnam;4;0;0;12;12;3857;0;639;211;0;29925;4;447;0;0;35075;Vietnam;Weekday 1;3
55;TynKat;Made in Vietnam;4;0;0;12;12;2882;0;1001;537;0;24396;4;286;1;0;27954;Vietnam;Weekday 1;3
56;XKey;Made in Vietnam;4;0;0;12;12;3463;0;615;164;0;30072;4;260;0;0;35418;Vietnam;Weekday 1;3
57;JikeyT1;Made in Vietnam;4;0;0;12;12;1800;0;903;277;0;15846;4;330;0;0;18481;Vietnam;Weekday 1;3
58;Srom;Easy as Pie;4;0;4;6;10;4291;0;849;395;1;25426;4;814;0;0;33230;Vietnam;Weekday 1;3
59;2812;Magnet;4;0;6;4;10;4023;115;766;564;0;19650;4;928;4;0;28586;Vietnam;Weekday 1;3
60;WoonT;Magnet;4;0;4;4;8;3764;0;851;298;1;20727;4;632;2;0;27826;Vietnam;Weekday 1;3
61;Madara;Easy as Pie;4;0;1;6;7;4434;0;630;338;0;20580;4;521;2;0;29324;Vietnam;Weekday 1;3
62;Soul9;Easy as Pie;3;0;0;6;6;3597;0;976;465;0;15976;3;246;2;0;23918;Vietnam;Weekday 1;3
63;Marco;Magnet;4;0;2;4;6;4166;0;524;457;0;25424;4;464;1;1;33239;Vietnam;Weekday 1;3
64;SixEyes;Dynamite Limited;4;0;5;1;6;3395;5;583;232;0;9365;4;1122;2;0;19016;Vietnam;Weekday 1;3
65;TDuc;D'Xavier;2;0;0;5;5;1571;0;505;158;0;7402;2;24;0;0;11315;Vietnam;Weekday 1;3
66;Capone;BN United;4;0;3;2;5;3587;24;591;306;1;13094;4;893;0;0;21522;Vietnam;Weekday 1;3
67;Panda18;Phoenix Esports;4;0;2;3;5;3881;0;502;359;0;24135;4;551;0;1;32442;Vietnam;Weekday 1;3
68;Emmaaa;Hero Gaming;4;0;2;2;4;3945;1;508;286;0;25814;4;1104;0;0;33388;Vietnam;Weekday 1;3
69;Tom;Hero Gaming;3;0;2;2;4;3116;0;358;453;0;17098;3;355;0;0;23686;Vietnam;Weekday 1;3
70;TGun;Magnet;4;0;0;4;4;3140;0;910;146;0;16574;4;333;1;0;24034;Vietnam;Weekday 1;3
71;CatPyyy;BN United;4;0;2;2;4;3317;19;788;266;0;13125;4;354;0;0;19924;Vietnam;Weekday 1;3
72;XuNoaz;BN United;4;0;2;2;4;3532;27;637;241;0;12070;4;558;0;0;19513;Vietnam;Weekday 1;3
73;Bâng;Phoenix Esports;4;0;1;3;4;3667;0;442;368;0;26621;4;294;0;1;33509;Vietnam;Weekday 1;3
74;HoangT;Hero Gaming;4;0;1;2;3;4085;0;380;594;0;26526;4;698;0;0;35080;Vietnam;Weekday 1;3
75;kiNz;Dynamite Limited;4;0;2;1;3;3269;0;863;357;1;15666;4;305;0;0;23276;Vietnam;Weekday 1;3
76;BGreenn;Dynamite Limited;4;0;2;1;3;2909;33;746;394;0;9344;4;592;1;0;16892;Vietnam;Weekday 1;3
77;Silence;BN United;4;0;1;2;3;3476;8;772;167;0;20024;4;436;2;0;28284;Vietnam;Weekday 1;3
78;Acacia;Phoenix Esports;4;0;0;3;3;3685;0;702;410;0;25525;4;100;0;0;33369;Vietnam;Weekday 1;3
79;Gavi;Hero Gaming;3;0;1;1;2;2732;0;353;380;1;26797;3;181;0;0;32052;Vietnam;Weekday 1;3
80;ChiếnLus;Dynamite Limited;4;0;1;1;2;3285;0;631;49;1;11912;4;294;0;0;21438;Vietnam;Weekday 1;3
81;TS;Phoenix Esports;3;0;0;2;2;2795;0;534;233;0;17098;3;110;0;0;23376;Vietnam;Weekday 1;3
82;LTD;Phoenix Esports;1;0;0;1;1;882;0;0;101;0;8891;1;0;0;0;9931;Vietnam;Weekday 1;3
83;401;Easy as Pie;1;0;1;0;1;874;113;0;114;0;3932;1;116;0;0;5086;Vietnam;Weekday 1;3
84;Cherry;Hero Gaming;2;0;0;1;1;2164;0;200;187;0;9151;2;102;0;0;14379;Vietnam;Weekday 1;3
85;Huenghii;The Matrix;2;0;0;0;0;947;0;388;8;0;1482;2;0;0;0;3087;Vietnam;Weekday 1;3
1;ParaJin;V Gaming;4;1;14;30;44;4702;251;548;1153;2;11146;0;1417;6;0;21878;Vietnam;Weekday 1;4
2;MaarT;V Gaming;4;1;5;30;35;4594;0;948;1286;2;12984;0;1567;2;0;23418;Vietnam;Weekday 1;4
3;Lamborghini;D'Xavier;4;1;5;29;34;4151;49;703;1557;1;7700;0;836;4;1;18016;Vietnam;Weekday 1;4
4;WhiteZ;OneMore;4;0;10;24;34;5424;229;1078;457;0;18309;0;1573;2;0;29787;Vietnam;Weekday 1;4
5;Bin;Talent Allstars;4;1;6;27;33;5098;0;792;310;0;11388;0;1040;4;0;22996;Vietnam;Weekday 1;4
6;Franky;D'Xavier;4;1;4;29;33;4989;164;887;743;1;10452;0;1309;3;0;20561;Vietnam;Weekday 1;4
7;KeL;Talent Allstars;4;1;5;27;32;5113;0;1042;707;0;14255;0;1025;2;0;24587;Vietnam;Weekday 1;4
8;ViCòi;D'Xavier;4;1;3;29;32;4032;45;658;102;0;10550;0;571;3;0;19178;Vietnam;Weekday 1;4
9;Gosu;Alien;4;1;7;25;32;5446;0;889;456;0;9385;0;1536;7;0;20060;Vietnam;Weekday 1;4
10;CheW;Alien;4;1;7;25;32;5480;0;1004;596;3;8177;0;2366;6;0;18928;Vietnam;Weekday 1;4
11;Porsche;V Gaming;4;1;2;30;32;4551;0;736;943;0;13804;0;934;4;0;23390;Vietnam;Weekday 1;4
12;DarLy;OneMore;4;0;8;24;32;5144;198;1004;429;3;14303;0;1014;1;1;24591;Vietnam;Weekday 1;4
13;Luca;Talent Allstars;4;1;4;27;31;5159;0;908;705;0;9485;0;622;4;0;21177;Vietnam;Weekday 1;4
14;Hunt;Talent Allstars;4;1;4;27;31;4408;0;1120;344;0;9747;0;848;6;0;20695;Vietnam;Weekday 1;4
15;TruongZin;Alien;4;1;6;25;31;5323;8;1305;850;0;6148;0;1935;0;0;16497;Vietnam;Weekday 1;4
16;Bensu;Box Gaming;4;1;7;24;31;4511;14;918;369;1;20903;0;1136;0;2;27917;Vietnam;Weekday 1;4
17;Rabiz;D'Xavier;4;1;1;29;30;3728;0;841;264;0;13162;0;563;0;0;22131;Vietnam;Weekday 1;4
18;BreaKMVP;Box Gaming;4;1;6;24;30;5132;0;1102;674;1;16650;0;1310;6;0;26159;Vietnam;Weekday 1;4
19;MitLaren;V Gaming;4;1;0;30;30;4541;0;867;356;0;15709;0;788;3;0;23989;Vietnam;Weekday 1;4
20;TriismE;Box Gaming;4;1;5;24;29;4653;120;837;540;0;16880;0;1157;4;0;24172;Vietnam;Weekday 1;4
21;CatPyyy;BN United;4;0;5;23;28;4385;186;1106;452;2;14556;0;1105;2;0;23735;Vietnam;Weekday 1;4
22;401;Easy as Pie;4;0;5;22;27;4641;96;883;485;2;10649;0;1001;1;1;20962;Vietnam;Weekday 1;4
23;Silence;BN United;4;0;4;23;27;5109;158;945;550;0;16092;0;621;2;1;27609;Vietnam;Weekday 1;4
24;Pikang;Alien;4;1;2;25;27;5304;0;1077;549;0;8946;0;1678;5;0;19151;Vietnam;Weekday 1;4
25;DatKonn;OneMore;4;0;3;24;27;5453;0;1155;504;1;15883;0;917;1;0;25723;Vietnam;Weekday 1;4
26;Tuanz2K;Eagle Esport;4;0;6;20;26;5250;0;961;986;2;26029;0;1042;4;0;35586;Vietnam;Weekday 1;4
27;Chua;Eagle Esport;4;0;6;20;26;4899;21;1232;680;3;27194;0;1344;2;0;36359;Vietnam;Weekday 1;4
28;Capone;BN United;4;0;3;23;26;4919;78;627;1037;0;14800;0;1210;7;0;26689;Vietnam;Weekday 1;4
29;XuNoaz;BN United;4;0;3;23;26;5009;14;811;610;0;15125;0;893;3;0;27255;Vietnam;Weekday 1;4
30;F1Korea;Eagle Esport;4;0;5;20;25;4770;107;1302;744;1;25148;0;1020;5;0;34145;Vietnam;Weekday 1;4
31;Soaz;Box Gaming;4;1;1;24;25;3225;0;944;290;0;17251;0;921;6;0;23722;Vietnam;Weekday 1;4
32;Nawii;Pirate Esport;4;0;8;17;25;4823;3;1031;551;1;12166;0;1700;3;0;23312;Vietnam;Weekday 1;4
33;Srom;Easy as Pie;4;0;2;22;24;3865;123;858;259;1;10007;0;488;0;0;20240;Vietnam;Weekday 1;4
34;Madara;Easy as Pie;4;0;2;22;24;4551;0;821;1180;0;8693;0;964;2;0;19005;Vietnam;Weekday 1;4
35;BUCKY;OneMore;4;0;0;24;24;5383;0;946;494;0;14456;0;1043;5;0;23536;Vietnam;Weekday 1;4
36;NamShinnT;Eagle Esport;4;0;3;20;23;4932;7;1329;690;0;30466;0;828;1;0;38987;Vietnam;Weekday 1;4
37;TusK;Pirate Esport;4;0;6;17;23;5072;7;1129;704;0;15055;0;1497;2;0;23973;Vietnam;Weekday 1;4
38;zzRoy;GOAT Media;4;0;5;18;23;4341;109;1001;432;0;21211;0;900;4;1;29383;Vietnam;Weekday 1;4
39;FaKe1st;GOAT Media;4;0;5;18;23;4124;126;935;474;1;19732;0;481;0;0;26045;Vietnam;Weekday 1;4
40;PiCiii;Easy as Pie;4;0;0;22;22;4239;0;1235;622;0;8792;0;477;1;0;19021;Vietnam;Weekday 1;4
41;godKie;GOAT Media;4;0;3;18;21;4560;0;745;276;0;24834;0;584;3;0;30746;Vietnam;Weekday 1;4
42;JikeyT1;Made in Vietnam;4;0;7;13;20;3499;182;1077;650;1;12597;0;1380;2;1;19191;Vietnam;Weekday 1;4
43;Pho;Pirate Esport;4;0;2;17;19;4425;0;1088;491;0;15111;0;561;3;0;23898;Vietnam;Weekday 1;4
44;LowwT;GOAT Media;4;0;1;18;19;4521;0;694;169;0;25441;0;688;1;0;31944;Vietnam;Weekday 1;4
45;Fatimax;Pirate Esport;4;0;1;17;18;4035;0;507;274;0;11434;0;549;1;0;18593;Vietnam;Weekday 1;4
46;Pain;Made in Vietnam;4;0;1;13;14;3927;0;383;1183;0;11632;0;359;0;0;19753;Vietnam;Weekday 1;4
47;TynKat;Made in Vietnam;4;0;1;13;14;3772;0;837;455;0;9305;0;390;0;0;17872;Vietnam;Weekday 1;4
48;XKey;Made in Vietnam;4;0;1;13;14;3270;57;734;214;0;14134;0;525;0;0;21455;Vietnam;Weekday 1;4
49;Bâng;Phoenix Esports;4;0;4;9;13;4411;9;948;408;2;19469;0;1093;2;0;27006;Vietnam;Weekday 1;4
50;Acacia;Phoenix Esports;4;0;2;9;11;4425;0;836;313;1;18742;0;596;0;1;27399;Vietnam;Weekday 1;4
51;Thien2K;Rats Esport;4;0;4;6;10;4106;0;929;387;1;16065;0;1054;0;1;23422;Vietnam;Weekday 1;4
52;MyAn;Rats Esport;4;0;4;6;10;4543;77;693;1070;0;19007;0;956;0;0;27039;Vietnam;Weekday 1;4
53;Hoanh03;The Matrix;4;0;5;5;10;3585;0;389;397;1;13122;0;903;2;0;22297;Vietnam;Weekday 1;4
54;Panda18;Phoenix Esports;4;0;1;9;10;4650;10;1009;368;0;18206;0;552;1;0;27630;Vietnam;Weekday 1;4
55;WhySoEz;Rats Esport;4;0;3;6;9;3994;0;873;485;0;20943;0;876;2;0;27855;Vietnam;Weekday 1;4
56;Tom;Hero Gaming;4;0;5;4;9;4493;53;1176;1876;1;20585;0;1233;2;1;29201;Vietnam;Weekday 1;4
57;CaiDauLanh;Talent Esports;4;0;3;6;9;4265;0;1061;403;0;12265;0;1085;1;0;22041;Vietnam;Weekday 1;4
58;Ferrari;Talent Esports;4;0;3;6;9;4339;0;1149;519;0;15705;0;1037;3;0;23290;Vietnam;Weekday 1;4
59;BoyTi;Talent Esports;4;0;3;6;9;3637;0;1112;450;1;14154;0;763;0;0;21323;Vietnam;Weekday 1;4
60;TS;Phoenix Esports;4;0;0;9;9;3707;0;959;324;0;18968;0;235;0;0;25957;Vietnam;Weekday 1;4
61;OldBoyy;Rats Esport;4;0;2;6;8;4263;0;1359;764;0;15379;0;653;1;0;23940;Vietnam;Weekday 1;4
62;2812;Magnet;4;0;4;4;8;3757;0;1267;752;0;10538;0;669;2;0;19195;Vietnam;Weekday 1;4
63;KILLIAN;The Matrix;4;0;3;5;8;3630;0;691;1195;1;13590;0;836;1;0;23247;Vietnam;Weekday 1;4
64;Marco;Magnet;4;0;3;4;7;3985;0;973;357;0;16256;0;950;0;0;26316;Vietnam;Weekday 1;4
65;NekorB;The Matrix;4;0;2;5;7;3883;0;513;831;0;16454;0;387;0;0;25524;Vietnam;Weekday 1;4
66;Lucas;Talent Esports;3;0;2;5;7;3429;0;638;1164;0;8877;0;429;1;0;15485;Vietnam;Weekday 1;4
67;HoangT;Hero Gaming;4;0;2;4;6;4607;8;790;634;0;25065;0;561;3;0;33138;Vietnam;Weekday 1;4
68;ThoBius;The Matrix;4;0;1;5;6;3381;0;792;698;0;8341;0;644;5;0;17795;Vietnam;Weekday 1;4
69;kiNz;Dynamite Limited;4;0;4;2;6;2807;0;660;222;0;8870;0;799;2;0;13857;Vietnam;Weekday 1;4
70;ChiếnLus;Dynamite Limited;4;0;4;2;6;3270;0;639;311;0;12604;0;830;2;0;19714;Vietnam;Weekday 1;4
71;S3Dior;Like Glue Gaming;4;0;4;2;6;3889;38;831;400;1;17315;0;715;2;0;26048;Vietnam;Weekday 1;4
72;WoonT;Magnet;4;0;1;4;5;3778;0;695;1061;1;12918;0;391;2;0;20570;Vietnam;Weekday 1;4
73;TGun;Magnet;4;0;1;4;5;4134;0;685;385;0;11849;0;870;2;0;21498;Vietnam;Weekday 1;4
74;Cherry;Hero Gaming;4;0;1;4;5;4075;11;956;578;0;21576;0;335;1;0;28755;Vietnam;Weekday 1;4
75;Gavi;Hero Gaming;4;0;1;4;5;3367;173;690;416;0;21304;0;261;1;1;29133;Vietnam;Weekday 1;4
76;BGreenn;Dynamite Limited;4;0;3;2;5;3354;0;713;161;0;12809;0;1039;3;0;18092;Vietnam;Weekday 1;4
77;SixEyes;Dynamite Limited;4;0;2;2;4;4001;0;462;49;0;9440;0;532;1;0;19072;Vietnam;Weekday 1;4
78;MaxLV;Like Glue Gaming;4;0;2;2;4;4519;0;1025;861;0;17956;0;859;3;0;26037;Vietnam;Weekday 1;4
79;Quadro;Like Glue Gaming;4;0;1;2;3;3807;0;861;316;0;17607;0;447;2;0;25408;Vietnam;Weekday 1;4
80;TrắngXIX;Like Glue Gaming;4;0;0;2;2;3701;0;812;198;0;15091;0;625;2;0;22775;Vietnam;Weekday 1;4
81;Rookie;Talent Esports;1;0;0;1;1;1211;0;176;375;0;4255;0;43;0;0;6500;Vietnam;Weekday 1;4
1;MaxLV;Like Glue Gaming;4;2;10;39;49;5561;208;1129;777;0;22143;2;2065;5;0;31077;Vietnam;Weekday 1;5
2;Quadro;Like Glue Gaming;4;2;4;39;43;5898;63;1468;1221;2;21203;2;1270;4;0;32273;Vietnam;Weekday 1;5
3;HàDèGucci;Like Glue Gaming;4;2;4;39;43;5538;0;1030;570;1;20722;2;763;5;0;31620;Vietnam;Weekday 1;5
4;S3Dior;Like Glue Gaming;4;2;3;39;42;4766;0;1077;579;1;18496;2;1191;5;0;28078;Vietnam;Weekday 1;5
5;CatPyyy;BN United;4;1;11;29;40;5570;270;1179;986;1;24790;3;2222;2;1;35228;Vietnam;Weekday 1;5
6;BreaKMVP;Box Gaming;4;1;12;26;38;5407;215;1447;1041;0;11341;3;1786;7;1;22536;Vietnam;Weekday 1;5
7;Silence;BN United;4;1;7;29;36;4480;15;848;659;0;24187;4;884;1;0;34852;Vietnam;Weekday 1;5
8;XuNoaz;BN United;4;1;7;29;36;5381;150;1223;771;1;24901;3;1312;2;0;35637;Vietnam;Weekday 1;5
9;Cherry;Hero Gaming;4;0;4;31;35;5319;0;867;244;0;12150;4;987;1;0;23120;Vietnam;Weekday 1;5
10;HoangT;Hero Gaming;4;0;4;31;35;5445;0;713;272;0;12172;4;931;8;0;24278;Vietnam;Weekday 1;5
11;Soaz;Box Gaming;4;1;8;26;34;4691;0;1021;568;1;11509;4;1046;3;0;21545;Vietnam;Weekday 1;5
12;Bensu;Box Gaming;4;1;7;26;33;5441;155;971;1343;0;10294;3;1267;7;0;20491;Vietnam;Weekday 1;5
13;Gavi;Hero Gaming;4;0;2;31;33;5066;4;526;284;0;13494;4;1065;3;0;23603;Vietnam;Weekday 1;5
14;Nguyen;Box Gaming;4;1;6;26;32;5004;244;904;473;0;11903;3;1060;1;0;21799;Vietnam;Weekday 1;5
15;CaiDauLanh;Talent Esports;4;1;7;24;31;5239;47;1049;782;1;16691;3;1052;4;0;28164;Vietnam;Weekday 1;5
16;Lucas;Talent Esports;4;1;7;24;31;5085;0;1120;858;1;17409;4;1010;2;0;26915;Vietnam;Weekday 1;5
17;BoyTi;Talent Esports;4;1;7;24;31;3328;0;1267;823;2;12592;3;1128;3;0;17839;Vietnam;Weekday 1;5
18;Capone;BN United;4;1;0;29;29;5419;0;723;660;0;25916;3;613;1;0;37337;Vietnam;Weekday 1;5
19;Ferrari;Talent Esports;4;1;4;24;28;3479;0;948;397;0;9916;3;728;1;1;16995;Vietnam;Weekday 1;5
20;zzRoy;GOAT Media;4;0;8;17;25;4789;131;922;230;3;13119;4;1408;1;0;22660;Vietnam;Weekday 1;5
21;KeL;Talent Allstars;4;0;7;18;25;4695;87;917;636;1;17339;4;1301;4;0;28528;Vietnam;Weekday 1;5
22;Lamborghini;D'Xavier;4;0;8;17;25;4754;0;1372;820;1;18101;4;1390;2;0;28166;Vietnam;Weekday 1;5
23;Nawii;Pirate Esport;4;0;6;19;25;4942;154;768;977;2;28071;4;1190;2;0;36301;Vietnam;Weekday 1;5
24;Tom;Hero Gaming;2;0;1;22;23;2490;100;472;78;0;5364;2;422;0;0;11344;Vietnam;Weekday 1;5
25;TusK;Pirate Esport;4;0;4;19;23;3726;166;709;615;1;19497;4;582;1;0;24858;Vietnam;Weekday 1;5
26;JikeyT1;Made in Vietnam;3;0;8;15;23;3755;131;685;441;0;12433;3;1757;1;0;19929;Vietnam;Weekday 1;5
27;godKie;GOAT Media;4;0;5;17;22;4768;70;870;193;1;14318;4;614;1;0;23080;Vietnam;Weekday 1;5
28;Hunt;Talent Allstars;4;0;4;18;22;3592;114;857;407;1;12578;4;787;2;0;20953;Vietnam;Weekday 1;5
29;TynKat;Made in Vietnam;4;0;6;16;22;3960;0;696;590;0;9458;4;994;4;0;20016;Vietnam;Weekday 1;5
30;FaKe1st;GOAT Media;4;0;4;17;21;4780;0;1128;525;1;13759;4;945;2;0;23541;Vietnam;Weekday 1;5
31;BGreenn;Dynamite Limited;4;0;5;16;21;3807;19;641;230;2;12299;4;882;1;0;19026;Vietnam;Weekday 1;5
32;Bin;Talent Allstars;4;0;3;18;21;3553;80;789;609;1;13899;4;560;0;0;22377;Vietnam;Weekday 1;5
33;Luca;Talent Allstars;4;0;3;18;21;4910;307;577;2366;0;16580;4;735;2;1;28276;Vietnam;Weekday 1;5
34;Pho;Pirate Esport;4;0;2;19;21;4074;0;571;840;0;25283;4;727;1;0;32426;Vietnam;Weekday 1;5
35;Fatimax;Pirate Esport;4;0;2;19;21;4936;42;694;877;1;27766;4;644;3;0;34975;Vietnam;Weekday 1;5
36;TruongZin;Alien;4;0;4;16;20;5010;141;991;543;1;17022;4;1487;1;0;26244;Vietnam;Weekday 1;5
37;ChiếnLus;Dynamite Limited;4;0;4;16;20;3564;0;770;413;0;10765;4;653;0;0;17755;Vietnam;Weekday 1;5
38;Rabiz;D'Xavier;4;0;3;17;20;4915;0;716;492;1;14586;4;646;2;1;26175;Vietnam;Weekday 1;5
39;ViCòi;D'Xavier;4;0;3;17;20;5104;0;908;506;0;12942;4;1061;1;0;23761;Vietnam;Weekday 1;5
40;Gosu;Alien;4;0;3;16;19;5002;211;916;366;1;13144;4;1056;2;0;23831;Vietnam;Weekday 1;5
41;Pikang;Alien;4;0;3;16;19;4650;257;837;310;0;16812;4;706;3;0;26970;Vietnam;Weekday 1;5
42;ChunKira;Dynamite Limited;4;0;2;16;18;2913;0;654;83;0;7364;4;600;1;0;14348;Vietnam;Weekday 1;5
43;Franky;D'Xavier;4;0;1;17;18;4023;0;760;391;1;10358;4;372;1;0;21365;Vietnam;Weekday 1;5
44;LowwT;GOAT Media;4;0;0;17;17;4859;0;973;612;0;12117;4;579;3;0;22137;Vietnam;Weekday 1;5
45;Smeb;Alien;4;0;1;16;17;4457;0;847;161;0;13539;4;493;1;0;23658;Vietnam;Weekday 1;5
46;kiNz;Dynamite Limited;4;0;1;16;17;3961;0;873;436;0;11585;4;943;2;0;18975;Vietnam;Weekday 1;5
47;XKey;Made in Vietnam;4;0;1;16;17;4697;0;776;932;0;18219;4;480;1;0;28850;Vietnam;Weekday 1;5
48;Soul9;Easy as Pie;4;0;6;11;17;4557;62;936;361;0;20061;4;920;3;0;29572;Vietnam;Weekday 1;5
49;Pain;Made in Vietnam;4;0;0;16;16;3993;0;589;1779;0;11740;4;99;1;0;21800;Vietnam;Weekday 1;5
50;PiCiii;Easy as Pie;4;0;5;11;16;4375;139;1233;703;1;15443;4;1190;1;0;24210;Vietnam;Weekday 1;5
51;Madara;Easy as Pie;4;0;5;11;16;4855;0;674;562;1;22462;4;1309;1;1;31060;Vietnam;Weekday 1;5
52;TGun;Magnet;4;0;3;11;14;4151;160;713;214;0;19575;4;778;0;0;27924;Vietnam;Weekday 1;5
53;MaarT;V Gaming;4;0;4;9;13;3985;235;498;292;0;21377;4;1010;2;0;28620;Vietnam;Weekday 1;5
