Mobil;Tahun;Jarak;Tipe;Gearbox;BBM;CC;Warna;Kapasitas;Harga
Toyota;2019;62032;Double Cab Pick Up;Automatic;Diesel;2753;Silver;5;62990
Toyota;2019;38953;Sedan;Automatic;Unleaded Petrol;2494;Blue;5;32990
Toyota;2019;74988;Wagon;Automatic;Diesel;2755;White;7;67990
Mitsubishi;2019;38168;Wagon;Automatic;Unleaded Petrol;1998;Grey;5;28888
Hyundai;2019;47288;Wagon;Automatic;Unleaded Petrol;1999;Blue;5;26990
Toyota;2019;57062;Wagon;Automatic;Unleaded Petrol;1987;Silver;5;41990
Subaru;2019;59998;Wagon;Automatic;Unleaded Petrol;2498;Blue;5;39930
Toyota;2019;13359;Van;Automatic;Diesel;2755;White;2;58600
Nissan;2019;27000;Wagon;Automatic;Unleaded Petrol;2488;Ivory;5;36999
Nissan;2019;81659;Wagon;Automatic;Unleaded Petrol;2488;White;5;27990
Toyota;2019;71201;Double Cab Pick Up;Manual;Unleaded Petrol;2694;White;5;31990
Honda;2019;172217;Wagon;Automatic;Unleaded Petrol;1498;Grey;5;28990
Mitsubishi;2019;28539;Wagon;Automatic;Diesel;3200;White;7;66990
Hyundai;2019;40756;Wagon;Automatic;Unleaded Petrol;1999;Blue;5;31000
Suzuki;2019;41229;Wagon;Automatic;Premium Unleaded Petrol;1242;White;4;22990
Hyundai;2019;118651;Wagon;Automatic;Diesel;1995;White;5;30950
Toyota;2019;48887;Wagon;Automatic;Unleaded Petrol;1987;Silver;5;39990
Mazda;2019;39719;Wagon;Automatic;Unleaded Petrol;2488;Red;5;37880
Hyundai;2019;61300;Wagon;Automatic;Diesel;2199;Silver;7;39990
Suzuki;2019;47090;Hatchback;Automatic;Unleaded Petrol;1242;White;5;22500
Subaru;2019;27878;Wagon;Automatic;Unleaded Petrol;2498;White;5;42990
Hyundai;2019;34209;Wagon;Automatic;Unleaded Petrol;1999;White;5;26874
Hyundai;2019;67000;Hatchback;Automatic;Unleaded Petrol;1999;White;5;24000
Honda;2019;22609;Hatchback;Automatic;Unleaded Petrol;1799;Silver;5;31750
Mitsubishi;2019;59500;Wagon;Automatic;Unleaded Petrol;1998;White;5;28990
Subaru;2019;29626;Wagon;Automatic;Unleaded Petrol;3630;Blue;5;46925
Nissan;2019;35856;Wagon;Automatic;Premium Unleaded Petrol;3498;Grey;7;43990
Toyota;2019;34541;Wagon;Automatic;Unleaded Petrol;3456;Silver;7;49990
Mitsubishi;2019;91766;Wagon;Automatic;Unleaded Petrol;1499;Red;5;32890
Mazda;2019;35835;Wagon;Automatic;Unleaded Petrol;1998;Red;5;29990
Honda;2019;16112;Wagon;Automatic;Unleaded Petrol;1498;Red;5;42990
Mitsubishi;2019;59856;Double Cab Pick Up;Automatic;Diesel;2440;White;5;43705
Mitsubishi;2019;41695;Wagon;Automatic;Diesel;3200;Silver;7;54600
Hyundai;2019;69036;Wagon;Automatic;Diesel;1995;White;5;30800
Hyundai;2019;22619;Wagon;Automatic;Unleaded Petrol;1999;White;5;31990
Mitsubishi;2019;71330;Wagon;Automatic;Diesel;3200;White;7;50985
Honda;2019;23782;Wagon;Automatic;Unleaded Petrol;1498;Silver;5;37990
Subaru;2019;75342;Wagon;Automatic;Unleaded Petrol;1995;Silver;5;34990
Mazda;2019;17031;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;47880
Nissan;2019;32750;Wagon;Automatic;Unleaded Petrol;1997;Black;5;32900
Toyota;2019;64279;Hatchback;Automatic;Unleaded Petrol;1299;Blue;5;19990
Toyota;2019;11950;Sedan;Automatic;Premium Unleaded/Electric;2494;Silver;5;41888
Hyundai;2019;64296;Wagon;Automatic;Unleaded Petrol;1999;Blue;5;27888
Subaru;2019;84759;Wagon;Automatic;Unleaded Petrol;2498;Silver;5;36990
Toyota;2019;57843;Wagon;Automatic;Premium Unleaded Petrol;1197;Red;5;34990
Mitsubishi;2019;56739;Wagon;Automatic;Diesel;2442;Silver;7;49990
Toyota;2019;56654;Wagon;Automatic;Unleaded Petrol;1987;Blue;5;39990
Mitsubishi;2019;59488;Wagon;Automatic;Unleaded Petrol;1999;Red;5;27990
Toyota;2019;44889;Hatchback;Automatic;Unleaded Petrol;1299;Silver;5;22888
Toyota;2019;64830;Wagon;Automatic;Unleaded Petrol/Electric;2487;White;5;55990
Nissan;2019;49115;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;27490
Mazda;2019;17599;Wagon;Automatic;Diesel;2191;Soul;7;41000
Toyota;2019;64136;Double Cab Pick Up;Manual;Diesel;2753;White;5;62990
Isuzu;2019;93329;Wagon;Automatic;Diesel;2999;White;7;54990
Nissan;2019;29166;Wagon;Manual;Unleaded Petrol;1997;Black;5;28980
Nissan;2019;46200;Wagon;Automatic;Unleaded Petrol;1997;White;5;34490
Mazda;2019;24100;Wagon;Automatic;Unleaded Petrol;2488;White;5;41888
Mazda;2019;64012;Wagon;Automatic;Unleaded Petrol;2488;Red;5;39888
Honda;2019;39906;Hatchback;Automatic;Unleaded Petrol;1498;White;5;31990
Toyota;2019;80467;X Cab Pickup;Automatic;Diesel;2753;Black;4;59990
Hyundai;2019;57084;Wagon;Automatic;Unleaded Petrol;1999;Blue;5;26990
Toyota;2019;50302;Cab Chassis;Automatic;Unleaded Petrol;2694;Black;2;29999
Hyundai;2019;74421;Hatchback;Manual;Unleaded Petrol;1999;Grey;5;20800
Honda;2019;45732;Sedan;Automatic;Unleaded Petrol;1498;Grey;5;29990
Toyota;2019;52100;Sedan;Automatic;Unleaded Petrol;2494;Blue;5;28990
Mitsubishi;2019;39592;Wagon;Automatic;Unleaded Petrol;1998;Silver;5;27990
Toyota;2019;68011;Sedan;Automatic;Unleaded Petrol;1798;White;5;27988
Mitsubishi;2019;57149;Wagon;Automatic;Diesel;2268;Grey;7;41990
Toyota;2019;63759;Wagon;Automatic;Unleaded Petrol;3456;White;7;43888
Honda;2019;27548;Wagon;Automatic;Unleaded Petrol;1799;Silver;5;34890
Toyota;2019;60000;Wagon;Automatic;Unleaded Petrol;3456;purple;7;60000
Subaru;2019;40935;Wagon;Automatic;Unleaded Petrol;2498;Grey;5;39990
Subaru;2019;108352;Wagon;Automatic;Unleaded Petrol;2498;White;5;36990
Subaru;2019;47950;Wagon;Automatic;Unleaded Petrol;1995;Blue;5;35870
Nissan;2019;53868;Wagon;Automatic;Unleaded Petrol;2488;White;5;33990
Toyota;2019;111972;Wagon;Automatic;Unleaded Petrol;1987;White;5;38888
Toyota;2019;81215;Wagon;Automatic;Unleaded Petrol;3456;White;7;43950
Mitsubishi;2019;83390;Wagon;Automatic;Unleaded Petrol;2360;Grey;5;33990
Toyota;2019;72336;Wagon;Automatic;Unleaded Petrol;3456;Black;7;44488
Toyota;2019;88386;Double Cab Chassis;Automatic;Diesel;2753;White;5;56990
Toyota;2019;30135;Hatchback;Automatic;Unleaded Petrol;1299;White;5;23888
Hyundai;2019;74854;Wagon;Automatic;Unleaded Petrol;1999;Grey;5;28490
Mazda;2019;34866;Wagon;Automatic;Unleaded Petrol;2488;Red;5;45970
Mitsubishi;2019;46819;Wagon;Automatic;Unleaded Petrol;2360;Silver;7;36990
Mitsubishi;2019;43125;Wagon;Automatic;Unleaded Petrol;1998;Grey;5;28990
Mitsubishi;2019;53399;Wagon;Automatic;Unleaded Petrol;1998;White;5;28990
Hyundai;2019;122613;Wagon;Automatic;Unleaded Petrol;1999;Black;5;24990
Hyundai;2019;61501;Wagon;Automatic;Unleaded Petrol;1999;Silver;5;29990
Toyota;2019;56821;Sedan;Automatic;Unleaded Petrol;2494;White;5;26990
Hyundai;2019;43758;Van;Automatic;Diesel;2497;Black;3;43990
Mitsubishi;2019;37029;Wagon;Automatic;Diesel;2442;White;7;57880
Mitsubishi;2019;46206;Wagon;Automatic;Unleaded Petrol;1999;Grey;5;28990
Isuzu;2019;170995;Cab Chassis;Manual;Diesel;2999;White;2;25910
Mazda;2019;35163;Wagon;Automatic;Unleaded Petrol;2488;Silver;5;42990
Hyundai;2019;59021;Wagon;Automatic;Unleaded Petrol;1999;Red;5;31990
Nissan;2019;39143;Dual Cab Pick-up;Automatic;Diesel;2298;Grey;5;56998
Hyundai;2019;61054;Hatchback;Automatic;Unleaded Petrol;1999;White;5;23490
Toyota;2019;108156;Wagon;Automatic;Diesel;2755;Silver;7;67990
Subaru;2019;58768;Wagon;Automatic;Unleaded Petrol;2498;Red;5;37990
Mazda;2019;48000;Sedan;Automatic;Unleaded Petrol;1998;Grey;5;31777
Mitsubishi;2019;91003;Wagon;Automatic;Diesel;3200;White;7;53888
Isuzu;2019;31621;Crew Cab Utility;Automatic;Diesel;2999;Blue;5;55888
Toyota;2019;34224;Hatchback;Automatic;Unleaded Petrol;1299;White;5;22777
Mazda;2019;6263;Hatchback;Automatic;Unleaded Petrol;1496;Red;5;22999
Toyota;2019;94495;Double Cab Pick Up;Automatic;Diesel;2753;White;5;59990
Mazda;2019;48271;Wagon;Automatic;Unleaded Petrol;1998;Grey;5;26886
Toyota;2019;32000;Wagon;Automatic;Unleaded Petrol;2487;Black;5;22000
Toyota;2019;48683;Sedan;Automatic;Premium Unleaded/Electric;2494;White;5;39990
Toyota;2019;57529;Sedan;Automatic;Unleaded Petrol;2494;White;5;26990
Toyota;2019;86887;Wagon;Automatic;Unleaded Petrol;2487;Black;5;47990
Toyota;2019;67081;Double Cab Pick Up;Automatic;Diesel;2753;Grey;5;61990
Toyota;2019;49058;Hatchback;Automatic;Unleaded Petrol/Electric;1798;Red;5;36490
Honda;2019;9609;Hatchback;Manual;Premium Unleaded Petrol;1996;White;4;63990
Hyundai;2019;44196;Wagon;Automatic;Unleaded Petrol;1999;Grey;5;34888
Toyota;2019;89920;Wagon;Automatic;Diesel;2755;White;7;64990
Toyota;2019;68000;Double Cab Pick Up;Automatic;Diesel;2753;White;5;57500
Nissan;2019;39459;Wagon;Automatic;Unleaded Petrol;2488;White;5;32990
Honda;2019;73645;Wagon;Automatic;Unleaded Petrol;1498;Black;7;38990
Nissan;2019;61570;Wagon;Automatic;Unleaded Petrol;2488;Silver;7;28990
Nissan;2019;101100;Wagon;Automatic;Unleaded Petrol;2488;Blue;5;27987
Mitsubishi;2019;64000;Wagon;Automatic;Unleaded Petrol;2360;White;7;34888
Subaru;2019;26276;Wagon;Automatic;Diesel;1998;Blue;5;37975
Hyundai;2019;94440;Wagon;Automatic;Diesel;1995;White;5;32999
Toyota;2019;55707;Wagon;Manual;Diesel;2755;White;7;69990
Mazda;2019;29490;Wagon;Automatic;Unleaded Petrol;2488;Black;5;43990
Mitsubishi;2019;60741;Wagon;Automatic;Unleaded Petrol;1499;Grey;5;26998
Mitsubishi;2019;42617;Wagon;Automatic;Unleaded Petrol;2360;White;7;30998
Toyota;2019;15000;Hatchback;Automatic;Unleaded Petrol/Electric;1798;White;5;34900
Mitsubishi;2019;99000;Wagon;Automatic;Diesel;2442;White;7;45000
Hyundai;2019;30310;Hatchback;Automatic;Unleaded Petrol;1999;White;5;25800
Mitsubishi;2019;94955;Double Cab Pick Up;Automatic;Diesel;2440;White;5;59950
Toyota;2019;38984;Wagon;Automatic;Unleaded Petrol;3456;White;7;51750
Mazda;2019;37975;Hatchback;Automatic;Unleaded Petrol;1998;Red;5;29950
Toyota;2019;82239;Van;Automatic;Diesel;2755;Silver;2;69990
Toyota;2019;55412;Sedan;Automatic;Unleaded Petrol;2494;White;5;31990
Toyota;2019;65361;Wagon;Automatic;Unleaded Petrol;3456;Grey;7;49888
Toyota;2019;58744;Hatchback;Automatic;Unleaded Petrol/Electric;1798;Silver;5;33888
Mitsubishi;2019;52853;Wagon;Automatic;Unleaded Petrol;1499;Black;5;36250
Mazda;2019;24539;Wagon;Automatic;Unleaded Petrol;1998;Red;5;36950
Isuzu;2019;113075;Crew Cab Utility;Manual;Diesel;2999;Grey;5;51990
Mazda;2019;36926;Wagon;Automatic;Unleaded Petrol;2488;White;5;37990
Toyota;2019;27858;Wagon;Automatic;Diesel;2755;White;8;68888
Nissan;2019;68575;Wagon;Automatic;Premium Unleaded Petrol;5552;Grey;7;85990
Hyundai;2019;99420;Wagon;Automatic;Diesel;2199;White;7;40498
Honda;2019;36119;Hatchback;Manual;Premium Unleaded Petrol;1996;Blue;4;59998
Mazda;2019;26550;Wagon;Automatic;Unleaded Petrol;1998;Red;5;32990
Mitsubishi;2019;51470;Double Cab Pick Up;Automatic;Diesel;2440;White;5;49990
Hyundai;2019;98727;Wagon;Automatic;Diesel;1995;White;5;35990
Hyundai;2019;63598;Van;Automatic;Diesel;2497;White;3;41980
Toyota;2019;80384;Wagon;Automatic;Diesel;2755;White;5;57990
Nissan;2019;44421;Wagon;Automatic;Unleaded Petrol;2488;White;5;32888
Toyota;2019;53418;Hatchback;Automatic;Unleaded Petrol/Electric;1798;Silver;5;31990
Toyota;2019;32092;Wagon;Automatic;Unleaded Petrol;3456;Brown;7;57990
Toyota;2019;41837;Wagon;Automatic;Unleaded Petrol;1987;White;5;40490
Toyota;2019;65604;Wagon;Automatic;Unleaded Petrol;1987;White;5;37990
Toyota;2019;74127;Wagon;Automatic;Unleaded Petrol;3456;Grey;7;43880
Subaru;2019;37060;Hatchback;Automatic;Unleaded Petrol;1995;White;5;29990
Mazda;2019;87625;Wagon;Automatic;Diesel;2191;Red;5;40800
Mazda;2019;84268;Hatchback;Automatic;Unleaded Petrol;2488;Silver;5;30670
Toyota;2019;54591;Hatchback;Automatic;Premium Unleaded Petrol;1197;Silver;5;29999
Toyota;2019;51526;Sedan;Automatic;Unleaded Petrol;2494;White;5;29990
Nissan;2019;54477;Wagon;Automatic;Unleaded Petrol;1997;White;5;27990
Mitsubishi;2019;49388;Wagon;Automatic;Unleaded Petrol;2360;Brown;7;33888
Mitsubishi;2019;63575;Wagon;Automatic;Unleaded Petrol;2360;White;5;32999
Toyota;2019;64606;Sedan;Automatic;Premium Unleaded/Electric;2494;White;5;40990
Mazda;2019;86957;Hatchback;Automatic;Unleaded Petrol;1496;Black;5;18990
Toyota;2019;85463;Double Cab Pick Up;Automatic;Diesel;2753;White;5;59990
Hyundai;2019;51020;Hatchback;Automatic;Unleaded Petrol;1999;White;5;22978
Toyota;2019;62915;Wagon;Automatic;Unleaded Petrol;3456;Grey;7;54990
Hyundai;2019;80125;Wagon;Automatic;Unleaded Petrol;1999;Silver;5;31880
Hyundai;2019;161006;Wagon;Automatic;Diesel;2497;White;8;33457
Hyundai;2019;50454;Hatchback;Automatic;Unleaded Petrol;1591;Red;5;19990
Hyundai;2019;80629;Wagon;Automatic;Unleaded Petrol;1591;Orange;5;26990
Hyundai;2019;40000;Wagon;Automatic;Unleaded Petrol;1591;Silver;5;34000
Honda;2019;43000;Wagon;Automatic;Unleaded Petrol;1498;Silver;7;36500
Mitsubishi;2019;42954;Wagon;Automatic;Unleaded Petrol;1998;Silver;5;26888
Mitsubishi;2019;72996;Wagon;Automatic;Diesel;2442;White;7;47990
Mazda;2019;48061;Wagon;Automatic;Unleaded Petrol;1998;Blue;5;26999
Subaru;2019;38594;Wagon;Automatic;Unleaded Petrol;1995;White;5;35950
Toyota;2019;47335;Hatchback;Automatic;Unleaded Petrol/Electric;1798;White;5;33990
Toyota;2019;4849;Sedan;Automatic;Unleaded Petrol;3456;White;5;48880
Subaru;2019;54555;Wagon;Automatic;Unleaded Petrol;2498;Blue;5;39990
Toyota;2019;68000;Double Cab Pick Up;Automatic;Diesel;2753;White;5;61990
Toyota;2019;52416;Sedan;Automatic;Unleaded Petrol;2494;Blue;5;31880
Hyundai;2019;36967;Hatchback;Automatic;Unleaded Petrol;1591;White;5;21800
Mitsubishi;2019;60978;Wagon;Automatic;Unleaded Petrol;2360;Red;7;29990
Isuzu;2019;31129;Crew Cab Utility;Automatic;Diesel;2999;Grey;5;59888
Hyundai;2019;53622;Wagon;Automatic;Unleaded Petrol;1999;Grey;5;33990
Hyundai;2019;60317;Wagon;Automatic;Unleaded Petrol;1999;White;5;30913
Mazda;2019;32461;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;35990
Toyota;2019;34006;Wagon;Automatic;Premium Unleaded Petrol;1197;Grey;5;37980
Hyundai;2019;33015;Wagon;Manual;Unleaded Petrol;1999;Grey;5;29990
Nissan;2019;101542;Wagon;Automatic;Unleaded Petrol;2488;Grey;7;26888
Toyota;2019;42246;Wagon;Automatic;Diesel;2755;Blue;7;82990
Toyota;2019;12710;Hatchback;Automatic;Unleaded Petrol/Electric;1798;Silver;5;38888
Mazda;2019;20025;Sedan;Automatic;Unleaded Petrol;1998;Blue;5;28990
Toyota;2019;59407;Sedan;Automatic;Unleaded Petrol;1798;Silver;5;24990
Toyota;2019;11550;Sedan;Automatic;Premium Unleaded/Electric;2494;Silver;5;41990
Mazda;2019;48274;Wagon;Manual;Unleaded Petrol;1998;White;5;26500
Toyota;2019;52030;Sedan;Automatic;Unleaded Petrol;2494;White;5;26990
Hyundai;2019;57018;Wagon;Automatic;Unleaded Petrol;1999;Orange;5;27490
Honda;2019;41500;Wagon;Automatic;Unleaded Petrol;1498;black;7;40000
Mazda;2019;10456;Wagon;Automatic;Unleaded Petrol;1998;Grey;5;29990
Toyota;2019;95004;Wagon;Automatic;Diesel;2755;Black;7;88990
Toyota;2019;107575;Double Cab Pick Up;Automatic;Diesel;2753;White;5;59990
Toyota;2019;58619;Double Cab Pick Up;Automatic;Diesel;2753;White;5;62890
Toyota;2019;14561;Hatchback;Automatic;Unleaded Petrol;1299;White;5;23999
Suzuki;2019;59368;Wagon;Automatic;Premium Unleaded Petrol;1373;Grey;5;31888
Toyota;2019;32300;Sedan;Automatic;Premium Unleaded/Electric;2494;White;5;42990
Subaru;2019;58410;Wagon;Automatic;Unleaded Petrol;2498;Silver;5;32990
Nissan;2019;32581;Wagon;Automatic;Unleaded Petrol;1997;Red;5;31990
Nissan;2019;54365;Dual Cab Pick-up;Automatic;Diesel;2298;White;5;53990
Toyota;2019;14213;Hatchback;Automatic;Unleaded Petrol/Electric;1798;White;5;38888
Hyundai;2019;48802;Hatchback;Automatic;Unleaded Petrol;1999;Silver;5;23990
Hyundai;2019;57186;Hatchback;Automatic;Unleaded Petrol;1999;Grey;5;24950
Toyota;2019;38970;Wagon;Manual;Diesel;4461;Blue;7;108990
Hyundai;2019;50750;Coupe;Automatic;Unleaded Petrol;1591;White;4;37990
Toyota;2019;75049;Double Cab Pick Up;Automatic;Diesel;2753;Silver;5;52990
Toyota;2019;12818;Hatchback;Automatic;Unleaded Petrol/Electric;1798;White;5;38888
Mazda;2019;37264;Hatchback;Automatic;Unleaded Petrol;2488;Grey;5;32987
Toyota;2019;88293;Van;Automatic;Diesel;2755;White;2;44736
Subaru;2019;52082;Wagon;Automatic;Unleaded Petrol;2498;Brown;5;34990
Mazda;2019;75063;Hatchback;Automatic;Unleaded Petrol;1496;Blue;5;22990
Honda;2019;38420;Wagon;Automatic;Unleaded Petrol;2356;Silver;7;47990
Toyota;2019;40633;Wagon;Automatic;Unleaded Petrol;3456;White;7;49990
Toyota;2019;54071;Wagon;Automatic;Diesel;2755;White;7;86880
Honda;2019;13487;Wagon;Automatic;Unleaded Petrol;1799;Red;5;34755
Mazda;2019;27537;Hatchback;Automatic;Unleaded Petrol;2488;Red;5;35870
Nissan;2019;62969;Wagon;Automatic;Unleaded Petrol;1997;White;5;27880
Hyundai;2019;119650;Wagon;Automatic;Diesel;1995;Silver;5;28990
Honda;2019;99798;Wagon;Automatic;Unleaded Petrol;2356;Silver;8;32990
Honda;2019;64895;Wagon;Automatic;Unleaded Petrol;1498;Grey;5;30897
Mitsubishi;2019;62047;Wagon;Automatic;Unleaded Petrol;1998;Blue;5;24990
Hyundai;2019;89928;Wagon;Automatic;Diesel;2199;Silver;7;43888
Hyundai;2019;56899;Wagon;Automatic;Diesel;2199;Grey;7;53888
Hyundai;2019;57165;Hatchback;Automatic;Unleaded Petrol;1999;White;5;25980
Honda;2019;19551;Hatchback;Automatic;Unleaded Petrol;1799;Red;5;30990
Mazda;2019;37231;Wagon;Automatic;Unleaded Petrol;1997;Red;5;35990
Toyota;2019;36553;Wagon;Automatic;Premium Unleaded Petrol;1197;Yellow;5;35990
Toyota;2019;124867;Cab Chassis;Manual;Diesel;4461;White;3;88990
Nissan;2019;47257;Wagon;Automatic;Premium Unleaded Petrol;3498;White;7;47988
Hyundai;2019;32603;Hatchback;Automatic;Diesel;1582;White;5;25980
Toyota;2019;7424;Van;Automatic;Diesel;2755;White;5;60990
Toyota;2019;7424;Van;Automatic;Diesel;2755;White;5;60990
Hyundai;2019;56707;Hatchback;Automatic;Unleaded Petrol;1999;Red;5;24990
Hyundai;2019;66688;Hatchback;Automatic;Unleaded Petrol;1999;Red;5;22990
Hyundai;2019;60258;Wagon;Automatic;Unleaded Petrol;1999;Blue;5;29999
Honda;2019;57731;Sedan;Automatic;Unleaded Petrol;1799;White;5;29990
Nissan;2019;9981;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;35990
Toyota;2019;29365;Hatchback;Automatic;Unleaded Petrol;1299;White;5;23990
Hyundai;2019;49845;Wagon;Automatic;Unleaded Petrol;1999;White;5;29990
Mitsubishi;2019;60658;Wagon;Automatic;Unleaded Petrol;2360;Grey;7;36990
Mazda;2019;76159;Wagon;Automatic;Unleaded Petrol;2488;Blue;7;45750
Honda;2019;40390;Wagon;Automatic;Unleaded Petrol;1498;Red;5;33990
Nissan;2019;77804;King Cab Pickup;Automatic;Diesel;2298;White;4;55490
Toyota;2019;58680;Wagon;Automatic;Unleaded Petrol;3456;Silver;7;48990
Hyundai;2019;3250;Sedan;Automatic;Unleaded Petrol;1999;White;5;28990
Toyota;2019;14150;Hatchback;Automatic;Unleaded Petrol/Electric;1798;Silver;5;38888
Toyota;2019;7750;Hatchback;Automatic;Unleaded Petrol/Electric;1798;White;5;39490
Mazda;2019;42897;Hatchback;Manual;Unleaded Petrol;2488;Silver;5;28888
Toyota;2019;46377;Sedan;Automatic;Premium Unleaded/Electric;2494;White;5;42990
Toyota;2019;18224;Sedan;Automatic;Premium Unleaded/Electric;2494;White;5;43860
Hyundai;2019;15003;Coupe;Manual;Unleaded Petrol;1591;White;4;35800
Subaru;2019;64285;Wagon;Automatic;Unleaded Petrol;2498;Grey;5;33490
Mazda;2019;47245;Sedan;Automatic;Unleaded Petrol;1998;Blue;5;29990
Honda;2019;53124;Wagon;Automatic;Unleaded Petrol;1498;White;5;34990
Toyota;2019;43398;Wagon;Automatic;Diesel;2755;Black;7;73990
Toyota;2019;13623;Coupe;Automatic;Unleaded Petrol;2998;Grey;2;89990
Toyota;2019;95707;Double Cab Pick Up;Automatic;Diesel;2753;Black;5;46966
Toyota;2019;15931;Hatchback;Automatic;Unleaded Petrol/Electric;1798;Silver;5;38888
Hyundai;2019;33968;Hatchback;Automatic;Unleaded Petrol;1591;Black;5;21780
Suzuki;2019;49112;Wagon;Automatic;Premium Unleaded Petrol;1373;White;5;31990
Honda;2019;101522;Wagon;Automatic;Unleaded Petrol;1799;White;5;25990
Mitsubishi;2019;58981;Wagon;Automatic;Unleaded Petrol;2360;Silver;7;29998
Mazda;2019;38870;Wagon;Automatic;Unleaded Petrol;2488;Red;5;43888
Mitsubishi;2019;60593;Wagon;Automatic;Unleaded Petrol;1499;Red;5;28670
Subaru;2019;54418;Wagon;Automatic;Unleaded Petrol/Electric;1995;White;5;43888
Mitsubishi;2019;60241;Wagon;Automatic;Unleaded Petrol;1499;White;5;31990
Mitsubishi;2019;24001;Wagon;Automatic;Unleaded Petrol/Electric;1998;White;5;52990
Hyundai;2019;28621;Wagon;Automatic;Unleaded Petrol;1999;Grey;5;31888
Mazda;2019;36477;Sedan;Automatic;Unleaded Petrol;1998;Red;5;29888
Nissan;2019;78186;Wagon;Automatic;Unleaded Petrol;1997;Grey;5;28988
Nissan;2019;55783;Dual Cab Pick-up;Automatic;Diesel;2298;Black;5;47990
Toyota;2019;34294;Hatchback;Automatic;Unleaded Petrol;1299;Red;5;22895
Mazda;2019;20890;Wagon;Automatic;Unleaded Petrol;1998;Blue;5;31450
Toyota;2019;47080;Wagon;Automatic;Diesel;2755;Silver;7;69980
Toyota;2019;61086;Wagon;Automatic;Unleaded Petrol/Electric;2487;Silver;5;48980
Hyundai;2019;60184;Wagon;Automatic;Unleaded Petrol;1999;Blue;5;30888
Hyundai;2019;70528;Wagon;Automatic;Unleaded Petrol;1999;White;5;25990
Honda;2019;26531;Wagon;Automatic;Unleaded Petrol;1498;Grey;5;41990
Nissan;2019;78554;Dual Cab Pick-up;Automatic;Diesel;2298;White;5;53990
Mitsubishi;2019;35998;Wagon;Automatic;Diesel;2442;Silver;7;46980
Nissan;2019;41726;Wagon;Automatic;Unleaded Petrol;2488;Red;5;31930
Mitsubishi;2019;64413;Double Cab Pick Up;Automatic;Diesel;2440;White;5;41990
Hyundai;2019;51617;Hatchback;Automatic;Unleaded Petrol;1591;Grey;5;31850
Toyota;2019;68288;Sedan;Automatic;Unleaded Petrol;3456;Silver;5;34990
Mitsubishi;2019;64332;Wagon;Automatic;Unleaded Petrol;2360;Grey;7;30990
Toyota;2019;57075;Hatchback;Automatic;Unleaded Petrol;1987;Black;5;32990
Hyundai;2019;52557;Van;Automatic;Diesel;2497;White;3;41740
Toyota;2019;39171;Wagon;Automatic;Premium Unleaded Petrol;1197;White;5;39888
Mitsubishi;2019;35009;Wagon;Automatic;Unleaded Petrol;2360;Black;7;34990
Mitsubishi;2019;47622;Wagon;Automatic;Diesel;2442;White;7;54990
Subaru;2019;26272;Wagon;Automatic;Unleaded Petrol;2498;Grey;5;42990
Mitsubishi;2019;22341;Double Cab Pick Up;Automatic;Diesel;2440;White;5;49990
Hyundai;2019;81425;Wagon;Automatic;Unleaded Petrol;1999;Grey;5;31650
Toyota;2019;187007;Double Cab Pick Up;Automatic;Diesel;2753;White;5;49990
Toyota;2019;42008;Wagon;Automatic;Unleaded Petrol;2487;Green;5;47990
Nissan;2019;55284;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;28990
