Mobil;Tahun;Jarak;Tipe;Gearbox;BBM;CC;Warna;Kapasitas;Harga
Nissan;2009;159088;Sedan;Automatic;Premium Unleaded Petrol;3498;Grey;5;12990
Toyota;2009;288968;Wagon;Automatic;Diesel;2982;Silver;7;28990
Toyota;2009;190020;Sedan;Automatic;Unleaded Petrol;2362;Silver;5;8990
Toyota;2009;238670;Hatchback;Manual;Unleaded Petrol;1798;Silver;5;8995
Hyundai;2009;255061;Wagon;Automatic;Diesel;1582;Silver;5;5950
Mazda;2009;218744;Sedan;Automatic;Unleaded Petrol;1999;Black;5;10999
Toyota;2009;116900;Sedan;Automatic;Unleaded Petrol;3456;Sky;5;12750
Toyota;2009;280347;Wagon;Automatic;Unleaded Petrol;2362;White;8;11500
Mitsubishi;2009;299029;Double Cab Utility;Automatic;Diesel;2477;Silver;5;12999
Mazda;2009;181286;Hatchback;Automatic;Unleaded Petrol;1999;Blue;5;10913
Toyota;2009;94433;Hatchback;Automatic;Unleaded Petrol;1798;Blue;5;13990
Toyota;2009;266315;Dual Cab Pick-up;Automatic;Diesel;2982;Gold;5;29950
Toyota;2009;117399;Sedan;Automatic;Unleaded Petrol;3456;Black;5;14888
Subaru;2009;250992;Sedan;Manual;Premium Unleaded Petrol;2457;Blue;5;9000
Suzuki;2009;132484;Hatchback;Automatic;Unleaded Petrol;1490;Black;5;12990
Mazda;2009;199095;Wagon;Automatic;Unleaded Petrol;3726;Blue;7;13999
Toyota;2009;296000;Sedan;Automatic;Unleaded Petrol;2362;Black;5;8500
Mazda;2009;158869;Hatchback;Manual;Unleaded Petrol;1498;Grey;5;7999
Toyota;2009;207138;Wagon;Automatic;Unleaded Petrol;2362;Red;8;15489
Toyota;2009;185680;Wagon;Automatic;Unleaded Petrol;3456;Blue;5;11888
Toyota;2009;183055;Wagon;Automatic;Unleaded Petrol;3456;Black;7;14998
Mitsubishi;2009;243217;Sedan;Automatic;Unleaded Petrol;2360;Blue;5;6990
Toyota;2009;186179;Hatchback;Automatic;Unleaded Petrol;1299;White;5;8888
Toyota;2009;231548;Wagon;Automatic;Unleaded Petrol;2362;Silver;7;8999
Honda;2009;204416;Hatchback;Manual;Unleaded Petrol;1497;Silver;5;5990
Honda;2009;286954;Sedan;Automatic;Unleaded Petrol;1998;Silver;5;9998
Toyota;2009;179537;Wagon;Automatic;Diesel;2982;Red;7;36490
Mitsubishi;2009;280379;Double Cab Utility;Automatic;Diesel;2477;Silver;5;17790
Subaru;2009;204491;Wagon;Automatic;Unleaded Petrol;2457;Blue;5;11990
Toyota;2009;323600;Sedan;Manual;Unleaded Petrol;1497;White;5;4000
Nissan;2009;320465;Wagon;Manual;Diesel;2953;Silver;7;24990
Hyundai;2009;97160;Hatchback;Automatic;Unleaded Petrol;1975;white;5;5500
Mazda;2009;173397;Wagon;Automatic;Premium Unleaded Petrol;2261;Red;5;9950
Nissan;2009;275111;Wagon;Manual;Diesel;2953;White;7;23998
Honda;2009;59070;Hatchback;Automatic;Unleaded Petrol;1339;Yellow;5;11499
Toyota;2009;134751;Bus;Automatic;Unleaded Petrol;2694;White;14;32913
Toyota;2009;192032;Sedan;Manual;Unleaded Petrol;1798;Silver;5;8000
Toyota;2009;273273;Cab Chassis;Manual;Unleaded Petrol;2694;Grey;3;10995
Mitsubishi;2009;260096;Double Cab Utility;Manual;Diesel;2477;White;5;15950
Isuzu;2009;273131;Crew Cab Utility;Manual;Diesel;2999;Black;5;13800
Toyota;2009;142109;Dual Cab Pick-up;Manual;Diesel;2982;Grey;5;29999
Mazda;2009;128780;Wagon;Manual;Diesel;2183;White;5;7866
Toyota;2009;88485;Hatchback;Automatic;Unleaded Petrol;1497;Yellow;5;11990
Nissan;2009;96720;Sedan;Automatic;Premium Unleaded Petrol;3498;Grey;5;16711
Nissan;2009;150827;Dual Cab Pick-up;Manual;Diesel;2488;Silver;5;15999
Honda;2009;128679;Sedan;Automatic;Unleaded Petrol;1497;White;5;11988
Mazda;2009;246000;Wagon;Manual;Diesel;2184;Black;5;8250
Hyundai;2009;68100;Wagon;Automatic;Unleaded Petrol;2656;White;5;8490
Toyota;2009;135584;Sedan;Automatic;Unleaded Petrol;3456;Grey;5;12999
Subaru;2009;127692;Wagon;Manual;Premium Unleaded Petrol;2457;Black;5;15888
Toyota;2009;78728;Van;Automatic;Unleaded Petrol;2694;White;3;37990
Mazda;2009;173426;Hatchback;Automatic;Unleaded Petrol;1999;Blue;5;10990
Hyundai;2009;215010;Sedan;Automatic;Unleaded Petrol;1975;White;5;8990
Subaru;2009;224752;Wagon;Automatic;Unleaded Petrol;2457;Brown;5;11990
Mazda;2009;166930;Hatchback;Automatic;Unleaded Petrol;2488;Black;5;12999
Honda;2009;205987;Sedan;Automatic;Premium Unleaded Petrol;2354;Grey;5;10850
Suzuki;2009;156545;Hatchback;Automatic;Unleaded Petrol;1490;Blue;5;9771
Mitsubishi;2009;172010;Hatchback;Automatic;Unleaded Petrol;1499;Black;5;7999
Subaru;2009;144616;Wagon;Manual;Premium Unleaded Petrol;2457;Silver;5;12999
Hyundai;2009;204081;Wagon;Automatic;Unleaded Petrol;1975;Silver;5;9880
Toyota;2009;152122;Sedan;Automatic;Unleaded Petrol;1798;Silver;5;10990
Mazda;2009;170356;Hatchback;Manual;Unleaded Petrol;1498;Grey;5;9990
Toyota;2009;78368;Sedan;Automatic;Unleaded Petrol;1497;Blue;5;13990
Hyundai;2009;96000;Hatchback;Automatic;Unleaded Petrol;1399;Blue;5;9260
Mazda;2009;151771;Sedan;Automatic;Unleaded Petrol;1999;Silver;5;9800
Toyota;2009;39964;Cab Chassis;Manual;Unleaded Petrol;2694;White;3;19999
Toyota;2009;231628;Cab Chassis;Manual;Diesel;4461;Grey;2;49950
Mitsubishi;2009;284133;Double Cab Utility;Manual;Diesel;3200;White;5;15888
Hyundai;2009;136000;Hatchback;Automatic;Unleaded Petrol;1975;Red;5;10996
Nissan;2009;183820;Wagon;Automatic;Diesel;2488;White;7;16990
Toyota;2009;254864;Wagon;Automatic;Unleaded Petrol;3956;Blue;7;32990
Mitsubishi;2009;86000;Sedan;Manual;Unleaded Petrol;1998;Silver;5;10999
Subaru;2009;68860;Hatchback;Manual;Premium Unleaded Petrol;1994;Silver;5;12999
Honda;2009;127511;Hatchback;Automatic;Unleaded Petrol;1339;Red;5;11999
Toyota;2009;152049;Wagon;Automatic;Unleaded Petrol;3956;Grey;7;39990
Toyota;2009;274499;Cab Chassis;Manual;Diesel;2982;White;3;24997
Mazda;2009;178125;Wagon;Automatic;Unleaded Petrol;3726;Blue;7;16999
Hyundai;2009;210031;Hatchback;Automatic;Unleaded Petrol;1975;Blue;5;8490
Toyota;2009;264243;Wagon;Automatic;Unleaded Petrol;3456;Black;7;9990
Honda;2009;195209;Sedan;Automatic;Unleaded Petrol;2354;Silver;5;8990
Nissan;2009;155488;Dual Cab Pick-up;Automatic;Diesel;2488;Silver;5;22880
Nissan;2009;24685;Dual Cab Pick-up;Manual;Unleaded Petrol;3954;White;5;12300
Toyota;2009;135241;Sedan;Manual;Unleaded Petrol;1798;Silver;5;9288
Toyota;2009;112827;Sedan;Automatic;Unleaded Petrol;1798;White;5;11999
Toyota;2009;279808;Dual Cab Pick-up;Automatic;Unleaded Petrol;3956;Green;5;18800
Mazda;2008;206072;Sedan;Manual;Unleaded Petrol;1998;Blue;5;7490
Subaru;2008;200392;Hatchback;Manual;Premium Unleaded Petrol;1994;Red;5;12990
Toyota;2008;211445;Wagon;Automatic;Unleaded Petrol;3456;Silver;5;17990
Honda;2008;133000;Sedan;Automatic;Unleaded Petrol/Electric;1339;Silver;5;7000
Toyota;2008;240159;Dual Cab Pick-up;Automatic;Diesel;2982;Silver;5;31500
Toyota;2008;268115;Wagon;Automatic;Unleaded Petrol;2362;Red;8;9950
Mitsubishi;2008;211805;Van;Manual;Unleaded Petrol;2351;White;2;12990
Toyota;2008;295000;Wagon;Automatic;Unleaded Petrol;3456;Red;7;13000
Mitsubishi;2008;239777;Double Cab Utility;Manual;Unleaded Petrol;3497;Grey;5;9995
Mitsubishi;2008;188763;Sedan;Automatic;Unleaded Petrol;1998;Blue;5;14995
Honda;2008;184549;Sedan;Automatic;Unleaded Petrol;2354;Black;5;2400
Toyota;2008;168531;Wagon;Automatic;Unleaded Petrol;3456;Silver;7;16995
Nissan;2008;104118;Dual Cab Pick-up;Automatic;Diesel;2488;Silver;5;24500
Hyundai;2008;229841;Hatchback;Automatic;Diesel;1582;Red;5;9880
Mitsubishi;2008;221000;Wagon;Automatic;Diesel;3200;silver;7;18000
Hyundai;2008;234079;Wagon;Manual;Unleaded Petrol;1975;Grey;5;6990
Nissan;2008;176400;Wagon;Automatic;Diesel;2488;Silver;7;14800
Subaru;2008;120718;Wagon;Automatic;Premium Unleaded Petrol;2457;Blue;5;18990
Toyota;2008;131021;Wagon;Automatic;Premium Unleaded Petrol;3456;Black;7;15999
Mazda;2008;149023;Hatchback;Automatic;Unleaded Petrol;1498;Silver;5;11850
Toyota;2008;435412;Wagon;Automatic;Diesel;4461;White;8;39990
Nissan;2008;187463;Dual Cab Pick-up;Manual;Diesel;2488;Grey;5;14880
Mazda;2008;177340;Sedan;Automatic;Premium Unleaded Petrol;2488;Blue;5;11750
Nissan;2008;250000;Wagon;Manual;Unleaded Petrol;1997;Metallic;5;7500
Toyota;2008;101000;Wagon;Automatic;Unleaded Petrol;3456;light;7;15000
Toyota;2008;183968;Sedan;Automatic;Unleaded Petrol;3456;Grey;5;7500
Honda;2008;174000;Sedan;Automatic;Premium Unleaded Petrol;2354;Red;5;8000
Subaru;2008;124955;Wagon;Manual;Unleaded Petrol;2457;Silver;5;10990
Toyota;2008;177645;Sedan;Automatic;Unleaded Petrol;2362;silver;5;7800
Nissan;2008;170800;Wagon;Automatic;Unleaded Petrol;2488;Black;5;7850
Subaru;2008;200000;Hatchback;Automatic;Premium Unleaded Petrol;1994;Silver;5;8550
Toyota;2008;75826;Van;Automatic;Unleaded Petrol;2694;White;3;27995
Mazda;2008;97724;Wagon;Automatic;Premium Unleaded Petrol;2488;Silver;5;12990
Nissan;2008;176068;Dual Cab Pick-up;Automatic;Diesel;2488;Grey;5;21990
Subaru;2008;175906;Sedan;Automatic;Unleaded Petrol;2457;Silver;5;8995
Mitsubishi;2008;135645;Hatchback;Automatic;Unleaded Petrol;1998;Grey;5;12699
Mazda;2008;168300;Pickup;Manual;Diesel;2953;White;4;21990
Toyota;2008;114505;Sedan;Automatic;Unleaded Petrol;1798;Blue;5;13990
Nissan;2008;249090;Dual Cab Pick-up;Manual;Diesel;2488;Blue;5;11950
Toyota;2008;323986;Van;Automatic;Diesel;2982;Silver;3;21970
Hyundai;2008;276756;Wagon;Automatic;Unleaded Petrol;1975;Silver;5;6500
Mitsubishi;2008;176736;Wagon;Automatic;Unleaded Petrol;2359;Silver;5;10995
Hyundai;2008;206558;Wagon;Automatic;Diesel;2188;Blue;5;7499
Toyota;2008;212463;Wagon;Automatic;Unleaded Petrol;3456;Blue;7;12900
Nissan;2008;395000;Dual Cab Pick-up;Manual;Diesel;2488;White;5;8500
Honda;2008;142850;Hatchback;Manual;Unleaded Petrol;1497;silver;5;7000
Toyota;2008;634470;Van;Manual;Diesel;2982;White;3;15999
Toyota;2008;260850;Wagon;Automatic;Diesel;2982;White;8;26990
Nissan;2008;178137;Sedan;Manual;Unleaded Petrol;1797;White;5;4999
Mitsubishi;2008;249267;Sedan;Manual;Unleaded Petrol;1998;Silver;5;6888
Toyota;2008;227805;Wagon;Manual;Diesel;2982;White;8;21913
Subaru;2008;147000;Wagon;Automatic;Unleaded Petrol;2457;Grey;5;9500
Mazda;2008;175157;Hatchback;Manual;Unleaded Petrol;1498;Grey;5;6777
Nissan;2008;364036;Wagon;Automatic;Diesel;2953;Silver;7;18880
Subaru;2008;175695;Wagon;Automatic;Unleaded Petrol;2457;Grey;5;10990
Mitsubishi;2008;139749;Sedan;Automatic;Unleaded Petrol;1998;Blue;5;7750
Mazda;2008;194020;Sedan;Automatic;Premium Unleaded Petrol;2488;Silver;5;12990
Toyota;2008;379000;Dual Cab Pick-up;Automatic;Diesel;2982;White;5;19888
Subaru;2008;207000;Hatchback;Manual;Premium Unleaded Petrol;1994;Silver;5;6900
Mazda;2008;258450;Wagon;Automatic;Premium Unleaded Petrol;2261;Red;5;9900
Honda;2008;197000;Sedan;Manual;Unleaded Petrol;1799;Silver;5;6200
Mitsubishi;2008;183353;Wagon;Automatic;Unleaded Petrol;2359;White;5;10990
Toyota;2008;240000;Dual Cab Pick-up;Automatic;Premium Unleaded Petrol;3956;Grey;5;23000
Subaru;2008;160000;Sedan;Manual;Unleaded Petrol;2457;Silver;5;11500
Mazda;2008;160900;Hatchback;Manual;Unleaded Petrol;1498;green;5;5700
Hyundai;2008;229923;Wagon;Automatic;Diesel;2188;Silver;5;11450
Toyota;2008;78917;Wagon;Automatic;Unleaded Petrol;2362;White;5;16990
Toyota;2008;105400;Cab Chassis;Manual;Diesel;4461;White;2;82990
Mazda;2008;83279;Hatchback;Manual;Premium Unleaded Petrol;2488;Red;5;11513
Toyota;2008;159900;Wagon;Automatic;Unleaded Petrol;3456;Red;5;8950
Toyota;2008;119676;Van;Automatic;Unleaded Petrol;2694;White;3;29870
Honda;2008;215000;Wagon;Manual;Unleaded Petrol;2354;Silver;5;7100
Nissan;2008;162000;Dual Cab Pick-up;Automatic;Unleaded Petrol;3954;Silver;5;10050
Nissan;2008;70809;Sedan;Manual;Unleaded Petrol;1797;Silver;5;7992
Honda;2008;215000;Wagon;Manual;Unleaded Petrol;2354;Silver;5;7100
Nissan;2008;199500;Coil Cab Chassis;Manual;Diesel;2953;White;3;36000
Honda;2008;162500;Wagon;Automatic;Unleaded Petrol;2354;Gold;5;11400
Subaru;2008;188848;Hatchback;Automatic;Premium Unleaded Petrol;1994;Blue;5;7995
Mazda;2008;109081;Hatchback;Automatic;Unleaded Petrol;1498;Silver;5;9996
Toyota;2008;147409;Wagon;Automatic;Unleaded Petrol;3456;Black;5;17995
Mazda;2008;119553;Hatchback;Automatic;Unleaded Petrol;1498;Red;5;10480
Subaru;2008;189002;Hatchback;Automatic;Premium Unleaded Petrol;1994;Gold;5;10295
Toyota;2008;400000;Dual Cab Pick-up;Automatic;Unleaded Petrol;2694;White;5;8800
Toyota;2008;108000;Hatchback;Automatic;Unleaded Petrol;1299;Caribbean;5;9900
Subaru;2008;383570;Wagon;Automatic;Premium Unleaded Petrol;2457;White;5;6990
Toyota;2008;242313;Wagon;Automatic;Unleaded Petrol;2362;Silver;8;13980
Nissan;2008;350000;Dual Cab Pick-up;Manual;Diesel;2488;White;5;12000
Toyota;2008;286164;Cab Chassis;Manual;Unleaded Petrol;2694;Black;3;12990
Nissan;2008;350000;Dual Cab Pick-up;Manual;Diesel;2488;White;5;12000
Subaru;2008;140312;Hatchback;Manual;Premium Unleaded Petrol;2457;Black;5;19995
Nissan;2008;178758;Cab Chassis;Manual;Diesel;2488;Silver;3;12995
Toyota;2008;30000;Cab Chassis;Manual;Diesel;4461;White;2;50000
Toyota;2008;133352;Wagon;Automatic;Unleaded Petrol;3456;Grey;7;18990
Toyota;2008;93000;Cab Chassis;Manual;Unleaded Petrol;2694;White;3;15500
Toyota;2008;310826;Hatchback;Manual;Unleaded Petrol;1798;Grey;5;9990
Nissan;2008;208500;King Cab Pickup;Manual;Diesel;2488;Gold;2;9500
Nissan;2008;307239;Wagon;Automatic;Diesel;2953;Grey;7;17500
Mitsubishi;2008;256121;Wagon;Automatic;Diesel;3200;Blue;7;19999
Nissan;2008;306722;King Cab Pickup;Manual;Diesel;2488;Red;2;9999
Toyota;2008;212902;Wagon;Automatic;Unleaded Petrol;3456;Grey;7;16990
Nissan;2008;240000;Dual Cab Pick-up;Automatic;Diesel;2488;Black;5;16000
Honda;2008;222078;Wagon;Automatic;Unleaded Petrol;2354;Silver;7;9800
Mitsubishi;2008;188884;Wagon;Automatic;Unleaded Petrol;3828;Brown;7;23990
Mitsubishi;2008;163331;Sedan;Manual;Unleaded Petrol;1998;Black;5;7880
Subaru;2008;249922;Sedan;Manual;Premium Unleaded Petrol;1994;Grey;5;6995
Mitsubishi;2008;159401;Sedan;Automatic;Unleaded Petrol;3828;White;5;9888
Toyota;2008;206099;Wagon;Automatic;Unleaded Petrol;2362;Black;5;10999
Honda;2008;207474;Sedan;Automatic;Unleaded Petrol;2354;Grey;5;8990
Subaru;2008;193000;Wagon;Automatic;Unleaded Petrol;2457;Grey;5;9980
Mazda;2008;170115;Wagon;Automatic;Premium Unleaded Petrol;2261;Black;5;9996
Mitsubishi;2008;133318;Sedan;Automatic;Unleaded Petrol;1998;Silver;5;9991
Suzuki;2008;181929;Sedan;Manual;Unleaded Petrol;1995;Black;5;5777
Subaru;2008;110257;Sedan;Automatic;Unleaded Petrol;2457;Grey;5;11990
Toyota;2008;205400;Hatchback;Automatic;Unleaded Petrol;1798;White;5;9880
Hyundai;2008;162153;Wagon;Manual;Unleaded Petrol;1975;Silver;5;7990
Suzuki;2008;191930;Hatchback;Manual;Unleaded Petrol;1490;Silver;5;6800
Mazda;2008;134209;Hatchback;Automatic;Unleaded Petrol;1998;Blue;5;11500
Nissan;2008;252959;Dual Cab Pick-up;Manual;Diesel;2488;Black;5;12990
Honda;2008;241142;Wagon;Manual;Unleaded Petrol;2354;Red;5;8886
Toyota;2008;213121;Sedan;Automatic;Unleaded Petrol;3456;Silver;5;8990
Mazda;2008;282747;Dual Cab Pick-up;Manual;Diesel;2953;Blue;5;8499
Honda;2008;173000;Sedan;Automatic;Unleaded Petrol;3471;Silver;5;10999
Subaru;2008;211118;Hatchback;Automatic;Premium Unleaded Petrol;1994;Silver;5;7995
Subaru;2008;228000;Hatchback;Manual;Premium Unleaded Petrol;2457;White;5;24888
Nissan;2008;111830;Wagon;Automatic;Diesel;2488;Silver;7;23990
Honda;2008;128710;Hatchback;Automatic;Unleaded Petrol;1339;Silver;5;10995
Toyota;2008;229229;Hatchback;Automatic;Unleaded Petrol;1798;Black;5;8999
Subaru;2008;240000;Sedan;Automatic;Premium Unleaded Petrol;3000;Silver;5;7500
Mitsubishi;2008;263000;Wagon;Automatic;Unleaded Petrol;2359;Blue;5;6000
Mitsubishi;2008;129675;Double Cab Utility;Manual;Diesel;3200;Black;5;19950
Nissan;2008;322046;Dual Cab Pick-up;Automatic;Diesel;2488;Silver;5;13999
Nissan;2008;240944;Dual Cab Pick-up;Manual;Diesel;2488;White;5;16880
Mazda;2008;189765;Hatchback;Manual;Unleaded Petrol;2261;Black;5;6999
Mazda;2008;283109;Sedan;Automatic;Unleaded Petrol;1998;Blue;5;7990
Mazda;2008;178690;Hatchback;Manual;Unleaded Petrol;1998;Grey;5;9995
Toyota;2008;145418;Wagon;Automatic;Unleaded Petrol;3456;White;7;19995
Hyundai;2008;168012;Hatchback;Automatic;Unleaded Petrol;1975;Blue;5;7995
Toyota;2008;120000;Wagon;Automatic;Unleaded Petrol;3456;White;7;13500
Mitsubishi;2008;370000;Wagon;Automatic;Diesel;3200;White;7;11998
Isuzu;2008;134646;Crew Cab Utility;Automatic;Diesel;2999;Silver;5;25999
Subaru;2008;175050;Wagon;Manual;Unleaded Petrol;2457;Silver;5;11500
Nissan;2008;341215;Dual Cab Pick-up;Manual;Diesel;2488;White;5;10990
Toyota;2008;185227;Dual Cab Pick-up;Manual;Diesel;2982;Grey;5;26950
Toyota;2008;144750;Sedan;Automatic;Unleaded Petrol;1798;Silver;5;11990
Honda;2008;136532;Sedan;Automatic;Unleaded Petrol/Electric;1339;White;5;10670
Mazda;2008;167328;Wagon;Automatic;Premium Unleaded Petrol;2488;Silver;5;12990
Mazda;2008;295854;Dual Cab Pick-up;Automatic;Diesel;2953;Silver;5;14990
Toyota;2008;152538;Hatchback;Automatic;Unleaded Petrol;1299;Black;5;10995
Subaru;2008;87000;Sedan;Automatic;Premium Unleaded Petrol;1994;White;5;11000
Nissan;2008;201000;Wagon;Automatic;Diesel;2953;Gold;7;26900
Toyota;2008;168354;Sedan;Automatic;Unleaded Petrol;3456;Silver;5;10588
Toyota;2008;294974;Van;Automatic;Unleaded Petrol;2694;White;3;17888
Toyota;2008;260998;Van;Manual;Diesel;2982;White;3;18888
Toyota;2008;137360;Hatchback;Automatic;Unleaded Petrol;1798;Blue;5;10950
Mazda;2008;203600;Hatchback;Automatic;Premium Unleaded Petrol;2488;Black;5;8990
Nissan;2008;151380;Dual Cab Pick-up;Automatic;Diesel;2488;White;5;24999
Nissan;2008;259065;Wagon;Manual;Unleaded Petrol;2488;Silver;5;8377
Honda;2008;187338;Sedan;Automatic;Unleaded Petrol;3471;Grey;5;10999
Toyota;2008;209199;Bus;Automatic;Diesel;2982;White;14;29990
Hyundai;2008;169058;Wagon;Automatic;Unleaded Petrol;1975;Silver;5;8987
Subaru;2008;232202;Wagon;Automatic;Unleaded Petrol;2457;Silver;5;11990
Toyota;2008;147513;Sedan;Automatic;Unleaded Petrol;3456;Black;5;15995
Toyota;2008;54800;Sedan;Automatic;Unleaded Petrol;2362;Silver;5;15990
Nissan;2008;217409;Wagon;Automatic;Unleaded Petrol;1997;Grey;5;9999
Nissan;2008;129703;Hatchback;Automatic;Unleaded Petrol;1797;Grey;5;9990
Toyota;2008;232060;X Cab Pickup;Automatic;Unleaded Petrol;3956;White;4;13990
Toyota;2008;233261;Sedan;Automatic;Unleaded Petrol;2362;Silver;5;7850
Hyundai;2008;255582;Wagon;Automatic;Unleaded Petrol;1975;Grey;5;6995
Subaru;2008;212255;Hatchback;Manual;Premium Unleaded Petrol;1994;Black;5;6999
Toyota;2008;270830;Cab Chassis;Manual;Diesel;4461;Red;3;47999
Toyota;2008;152100;Bus;Automatic;Diesel;2982;White;14;31990
Honda;2008;221951;Sedan;Automatic;Unleaded Petrol;2354;Silver;5;9880
Toyota;2008;115229;Sedan;Automatic;Unleaded Petrol;1798;Grey;5;13990
Nissan;2008;101773;Dual Cab Pick-up;Manual;Diesel;2488;Black;5;19990
Mitsubishi;2008;182000;Wagon;Automatic;Unleaded Petrol;2359;White;5;11800
Toyota;2008;143635;Sedan;Automatic;Unleaded Petrol;2362;Silver;5;11800
Nissan;2008;180000;Dual Cab Pick-up;Manual;Diesel;2488;White;5;13800
Toyota;2008;169633;Hatchback;Manual;Unleaded Petrol;1798;Grey;5;11555
Toyota;2008;134253;Wagon;Automatic;Unleaded Petrol;3456;White;7;20000
Nissan;2008;198851;Dual Cab Pick-up;Automatic;Diesel;2488;Blue;5;17790
Honda;2008;197460;Sedan;Automatic;Premium Unleaded Petrol;2354;Grey;5;9999
Hyundai;2008;127515;Wagon;Automatic;Unleaded Petrol;1975;Grey;5;14627
Mitsubishi;2008;151000;Hatchback;Manual;Premium Unleaded Petrol;1468;Black;5;7500
Mitsubishi;2008;136915;Sedan;Manual;Unleaded Petrol;1998;Grey;5;10990
Nissan;2008;183430;Hatchback;Automatic;Unleaded Petrol;1797;Grey;5;5999
Mitsubishi;2008;47140;Double Cab Utility;Automatic;Diesel;3200;Blue;5;12600
Nissan;2008;185173;Dual Cab Pick-up;Automatic;Diesel;2488;Silver;5;16990
Mitsubishi;2008;240343;Wagon;Automatic;Diesel;3200;Blue;7;19000
Subaru;2008;164481;Wagon;Automatic;Unleaded Petrol;2457;Red;5;14990
Honda;2008;153651;Sedan;Automatic;Unleaded Petrol;2354;Silver;5;12490
Nissan;2008;180381;Wagon;Automatic;Unleaded Petrol;3498;Silver;5;15490
Hyundai;2008;225577;Hatchback;Manual;Diesel;1582;Grey;5;7999
Honda;2008;124170;Sedan;Automatic;Unleaded Petrol;3471;Silver;5;10995
Toyota;2008;306458;Wagon;Automatic;Diesel;2982;Silver;8;27990
Toyota;2008;306243;Wagon;Automatic;Unleaded Petrol;3955;Silver;8;16995
Toyota;2008;188856;Hatchback;Manual;Unleaded Petrol;1497;Blue;5;6990
Toyota;2008;120751;Hatchback;Automatic;Unleaded Petrol;1299;White;5;9880
Hyundai;2008;142089;Sedan;Manual;Unleaded Petrol;1975;Black;5;6995
Honda;2008;145128;Wagon;Automatic;Unleaded Petrol;2354;Gold;5;12499
Honda;2008;130047;Sedan;Automatic;Unleaded Petrol;1799;Blue;5;8990
Toyota;2008;319000;Dual Cab Pick-up;Automatic;Diesel;2982;white;5;19000
Suzuki;2008;205466;Hatchback;Automatic;Unleaded Petrol;1995;Silver;5;8999
Toyota;2008;218243;Wagon;Automatic;Unleaded Petrol;3456;White;7;14990
Mazda;2008;219200;Sedan;Automatic;Premium Unleaded Petrol;2488;Black;5;8500
Subaru;2008;275699;Sedan;Automatic;Unleaded Petrol;2457;Silver;5;4999
Suzuki;2008;175340;Hatchback;Automatic;Unleaded Petrol;1490;Black;5;8999
Honda;2008;196225;Hatchback;Automatic;Unleaded Petrol;1339;Blue;5;7990
Toyota;2008;91978;Sedan;Automatic;Unleaded Petrol;1497;Gold;5;12990
Hyundai;2008;257886;Sedan;Automatic;Unleaded Petrol;1975;Gold;5;6800
Toyota;2008;237113;Hatchback;Manual;Unleaded Petrol;1299;Yellow;5;4999
Mitsubishi;2007;240000;Wagon;Automatic;Unleaded Petrol;3828;Grey;7;19000
Mitsubishi;2007;240000;Wagon;Automatic;Unleaded Petrol;3828;Grey;7;19000
Honda;2007;215000;Sedan;Manual;Unleaded Petrol;1799;Black;5;4250
Toyota;2007;336887;Wagon;Manual;Diesel;2982;White;8;23990
Toyota;2007;237500;Wagon;Automatic;Unleaded Petrol;3955;Silver;8;18500
Toyota;2007;244000;Wagon;Automatic;Unleaded Petrol;3955;Grey;8;24000
Toyota;2007;195000;Hatchback;Automatic;Unleaded Petrol;1798;Silver;5;7290
Mitsubishi;2007;294000;Double Cab Utility;Manual;Unleaded Petrol;3497;Silver;5;7500
Hyundai;2007;243865;Hatchback;Manual;Unleaded Petrol;1399;Silver;5;4888
Mazda;2007;248528;Hatchback;Automatic;Unleaded Petrol;1498;Silver;4;5850
Hyundai;2007;257000;Wagon;Manual;Unleaded Petrol;1975;Blue;5;4000
Mitsubishi;2007;339000;Cab Chassis;Manual;Unleaded Petrol;2351;Silver;3;8995
Nissan;2007;186933;Wagon;Automatic;Unleaded Petrol;3498;Blue;5;5490
Toyota;2007;176173;Sedan;Automatic;Unleaded Petrol;3456;Silver;5;13880
Mazda;2007;217960;Hatchback;Automatic;Premium Unleaded Petrol;2261;Grey;5;8888
Mazda;2007;222235;Sedan;Manual;Premium Unleaded Petrol;2261;Grey;5;7990
Honda;2007;207000;Sedan;Automatic;Unleaded Petrol;2354;Silver;5;7800
Subaru;2007;158578;Sedan;Automatic;Unleaded Petrol;2457;Beige;5;10499
Mitsubishi;2007;236000;Wagon;Automatic;Unleaded Petrol;3828;Silver;7;22000
Toyota;2007;305000;Wagon;Automatic;Diesel;2982;Silver;8;23000
Toyota;2007;196548;Sedan;Automatic;Premium Unleaded Petrol;3456;Red;5;15420
Nissan;2007;262863;Dual Cab Pick-up;Automatic;Diesel;2488;Blue;5;16850
Mazda;2007;158919;Sedan;Manual;Unleaded Petrol;1998;Red;5;6990
Toyota;2007;158300;Hatchback;Automatic;Unleaded Petrol;1299;Red;5;6999
Honda;2007;257189;Sedan;Automatic;Unleaded Petrol;2354;Silver;5;6500
Hyundai;2007;250012;Hatchback;Manual;Unleaded Petrol;1975;Blue;5;7990
Honda;2007;143008;Wagon;Automatic;Unleaded Petrol;2354;Silver;5;13990
Hyundai;2007;197279;Wagon;Automatic;Unleaded Petrol;1975;White;5;9990
Hyundai;2007;264000;Sedan;Manual;Unleaded Petrol;1975;Blue;5;3700
Toyota;2007;147480;Sedan;Automatic;Unleaded Petrol;1497;Grey;5;9350
Nissan;2007;183591;Dual Cab Pick-up;Manual;Diesel;2488;Blue;5;15880
